FOLIO,INGRESO,SEM. INSCRITOS,CARRERA,ESTADO PREPA,PROM. PREPA,PROM. ITAM,REPRO.,BAJAS
4463,200603,11,ECO,D.F,09.60,07.35,5,3
4464,200603,14,ADM,D.F,08.14,08.28,4,8
4465,200601,14,ARI,ZZZ,08.80,07.92,3,6
4466,200603,11,ADM,D.F,09.60,08.09,2,3
4467,200601,17,ACM,D.F,08.60,08.40,10,14
4468,200603,9,ADM,D.F,08.01,07.89,2,0
4469,200603,12,ECO,D.F,08.95,07.41,5,5
4470,200603,12,M.A,D.F,09.68,07.68,4,2
4471,200603,9,CEF,D.F,09.40,08.81,0,3
4472,200603,11,DER,EME,07.88,07.65,3,0
4473,200701,11,ECO,D.F,08.77,08.65,1,1
4474,200603,9,DER,D.F,09.80,09.76,0,1
4475,200603,11,CPL,D.F,07.65,07.60,8,4
4476,200603,14,R.I,D.F,09.50,08.13,8,10
4477,200603,14,NEG,PUE,09.10,07.87,8,3
4478,200603,15,ADM,D.F,07.05,07.26,9,11
4479,200603,10,CPL,D.F,08.98,08.41,3,1
4480,200703,15,ADM,MOR,09.12,07.32,9,4
4481,200603,10,R.I,D.F,09.00,07.91,4,2
4482,200603,12,ECO,D.F,07.25,07.63,6,6
4483,200701,10,ACT,D.F,08.22,07.19,5,2
4484,200603,13,ECO,D.F,08.99,07.96,8,5
4485,200603,13,CEF,EME,09.20,08.30,9,9
4486,200603,12,EMA,D.F,08.80,08.91,2,0
4487,200603,14,AAC,D.F,08.50,07.91,13,2
4488,200603,9,NEG,D.F,09.01,08.49,0,0
4489,200603,11,ECO,D.F,07.95,07.91,4,7
4490,200701,11,ECO,EME,08.45,07.24,9,2
4491,200601,11,CPL,D.F,07.68,08.35,5,3
4492,200603,9,ECO,D.F,09.64,08.54,0,1
4493,200603,9,IND,D.F,09.40,08.45,0,2
4494,200603,10,M.A,EME,08.90,09.15,0,1
4495,200603,9,M.A,D.F,08.95,08.60,0,2
4496,200603,11,CEF,D.F,08.30,07.50,4,2
4497,200603,11,ECO,D.F,08.33,07.76,3,4
4498,200603,10,ECO,D.F,09.50,09.26,0,1
4499,200603,12,ECO,D.F,09.38,09.45,0,1
4500,200603,12,R.I,EME,08.27,07.60,9,4
4501,200601,17,DER,QRO,08.40,07.25,13,8
4502,200603,10,ACT,D.F,09.38,08.28,0,2
4503,200603,11,M.A,EME,09.80,08.19,5,2
4504,200603,12,ACT,D.F,08.23,07.11,12,4
4505,200603,16,CPD,BCS,09.45,08.27,1,4
4506,200603,10,DER,D.F,07.25,08.22,2,2
4507,200603,13,ECO,D.F,08.50,07.15,10,4
4508,200603,10,ECO,D.F,09.98,08.33,4,3
4509,200603,9,ECO,EME,09.35,08.61,0,0
4510,200603,11,ACT,TAB,09.90,07.89,5,3
4511,200701,12,EPL,D.F,09.20,08.01,4,7
4512,200601,11,ADM,D.F,07.80,07.17,6,4
4513,200601,15,R.I,D.F,06.63,07.40,10,14
4514,200601,11,R.I,D.F,07.10,08.15,3,5
4515,200601,9,ADM,D.F,08.70,08.06,4,3
4516,200603,11,EPL,D.F,09.02,08.34,2,0
4517,200603,13,CPL,HGO,09.20,07.82,8,8
4518,200603,10,ECO,YUC,09.35,08.02,2,2
4519,200603,9,IND,D.F,8.48,08.73,0,0
4520,200601,19,EMA,D.F,07.85,07.69,16,10
4521,200603,20,ADM,D.F,07.45,07.02,13,13
4522,200603,10,NEG,TAB,09.40,08.21,0,0
4523,200601,19,ECO,D.F,07.70,07.04,23,8
4524,200601,11,ADM,D.F,08.10,07.53,5,2
4525,200603,9,ADM,D.F,09.10,08.36,2,0
4526,200603,13,CPL,D.F,09.00,08.20,5,5
4527,200603,9,ADM,D.F,08.70,08.09,0,0
4528,200603,13,ICT,D.F,08.80,08.02,5,5
4529,200601,9,DER,B.C,08.50,08.22,3,1
4530,200603,11,EPL,D.F,09.60,09.25,1,1
4531,200601,18,R.I,D.F,07.17,07.39,14,14
4532,200601,12,R.I,PUE,07.60,07.91,8,2
4533,200601,15,COM,D.F,07.04,08.49,8,9
4534,200603,17,DFI,SIN,08.60,07.36,14,8
4535,200603,10,ECO,MOR,09.20,08.26,2,2
4536,200701,10,ECO,GTO,08.78,08.41,1,0
4537,200603,9,R.I,D.F,08.90,08.26,2,1
4538,200603,14,M.A,D.F,08.95,07.53,12,7
4539,200603,10,ACM,EME,09.90,09.05,1,4
4540,200603,11,NEG,D.F,08.10,08.40,4,2
4541,200603,13,R.I,D.F,08.15,07.98,6,6
4542,200603,11,ACT,D.F,09.05,07.60,6,6
4543,200603,13,ECO,D.F,08.62,07.59,5,5
4544,200603,9,M.A,D.F,09.20,08.17,0,3
4545,200603,13,EPL,D.F,09.21,08.06,5,1
4546,200603,10,ECO,D.F,08.41,07.76,1,4
4547,200603,10,IND,QRO,09.60,09.12,0,0
4548,200603,15,EPL,MOR,09.30,08.16,7,6
4549,200603,8,ADM,MOR,08.30,08.34,0,0
4550,200603,12,ACT,D.F,08.90,07.45,4,8
4551,200603,10,ADM,D.F,08.20,07.70,2,0
4552,200603,10,ECO,D.F,09.50,08.39,1,0
4553,200603,10,ECO,MOR,09.23,08.14,0,0
4554,200603,11,ADM,MOR,08.20,07.57,4,4
4555,200603,17,CEF,D.F,09.75,08.17,10,15
4556,200603,13,CPL,D.F,07.80,07.52,16,6
4557,200603,13,ECO,VER,09.36,07.93,9,5
4558,200603,15,TEL,D.F,08.63,07.64,7,5
4559,200603,9,DER,D.F,09.20,09.22,1,0
4560,200801,12,M.A,D.F,09.05,07.74,5,7
4561,200603,11,ECO,D.F,09.30,08.00,1,5
4562,200603,12,ACT,D.F,09.50,07.60,5,4
4563,200603,11,ACT,D.F,09.41,07.45,3,3
4564,200603,9,ECO,D.F,09.57,09.13,1,1
4565,200603,10,ECO,DGO,09.20,07.46,4,2
4566,200603,17,ADM,D.F,09.50,07.74,10,13
4567,200603,11,COM,D.F,07.90,08.02,0,8
4568,200603,11,ACT,D.F,07.05,07.43,6,2
4569,200603,10,ADM,D.F,08.40,08.09,2,4
4570,200603,16,DFI,D.F,08.60,07.60,15,4
4571,200603,13,ACT,D.F,09.19,07.89,8,6
4572,200603,10,CEF,D.F,08.10,07.65,0,2
4573,200603,8,ADM,D.F,08.30,09.37,0,1
4574,200603,9,ADM,D.F,07.20,08.02,1,2
4575,200603,11,COM,D.F,08.00,08.60,2,5
4576,200703,11,ADM,D.F,07.20,07.87,5,6
4577,200603,24,CEF,D.F,09.43,07.45,23,13
4578,200603,10,ECO,D.F,07.50,08.85,0,6
4579,200603,13,ECO,D.F,07.05,07.04,9,2
4580,200603,9,ECO,EME,09.40,08.76,0,3
4581,200603,11,CEF,SIN,09.73,09.15,0,0
4582,200603,20,ADM,D.F,07.00,07.15,14,15
4583,200603,10,ECO,MOR,09.30,07.80,2,2
4584,200603,10,M.A,D.F,08.70,08.26,1,6
4585,200603,10,CPL,D.F,08.50,07.49,3,2
4586,200603,10,ADM,D.F,08.69,07.96,0,0
4587,200603,11,ECO,PUE,09.00,08.24,2,7
4588,200603,11,ARI,D.F,08.09,07.92,1,1
4589,200603,10,IND,EME,09.20,07.71,6,4
4590,200603,16,CEF,EME,08.10,07.28,9,7
4591,200603,12,ACT,D.F,08.10,07.45,9,7
4592,200603,12,ADM,D.F,08.50,07.36,9,8
4593,200603,14,DER,D.F,08.50,08.49,3,2
4594,200603,11,ECO,TAM,09.83,08.17,5,2
4595,200603,8,ACT,MOR,09.60,08.68,0,1
4596,200603,9,ADM,D.F,08.27,08.34,0,0
4597,200603,13,EMA,MOR,08.80,08.14,4,4
4598,200603,8,ACT,D.F,09.30,08.51,0,0
4599,200703,10,ICM,D.F,09.36,09.35,0,0
4600,200603,10,CEF,MOR,09.20,08.06,2,1
4601,200603,10,R.I,D.F,09.00,07.96,3,0
4602,200603,13,R.I,HGO,09.51,09.09,4,9
4603,200701,11,CEF,MOR,09.80,08.52,1,0
4604,200603,12,ACT,D.F,09.30,08.04,4,5
4605,200603,13,ARI,MOR,09.30,08.38,3,1
4606,200701,10,ADM,D.F,07.90,07.72,7,4
4607,200603,9,M.A,D.F,09.20,08.91,0,1
4608,200603,10,R.I,D.F,08.55,08.21,1,0
4609,200603,10,DER,D.F,07.03,08.31,3,2
4610,200603,9,M.A,D.F,08.93,09.17,0,0
4611,200603,9,M.A,D.F,08.47,09.06,0,3
4612,200603,10,ECO,SON,09.30,07.98,2,10
4613,200603,10,EPL,SON,09.27,08.37,2,1
4614,200603,18,EPL,SON,09.70,08.10,15,12
4615,200603,15,CPL,SON,08.50,07.45,10,14
4616,200603,9,M.A,ZAC,09.76,09.66,0,3
4617,200603,16,ADM,ZAC,07.80,07.32,14,12
4618,200603,17,DFI,ZAC,09.01,07.74,8,13
4619,200603,9,R.I,D.F,08.35,08.72,2,1
4620,200603,10,ECO,ZAC,09.50,08.59,1,1
4621,200603,11,CEF,D.F,08.29,07.48,6,3
4622,200701,10,DER,D.F,08.45,08.20,3,2
4623,200603,11,CEF,D.F,08.40,07.69,7,2
4624,200701,14,DER,D.F,06.80,07.63,7,5
4625,200603,10,ECO,MOR,09.00,08.54,1,0
4626,200603,10,ADM,D.F,09.00,08.66,1,1
4627,200603,10,ECO,D.F,07.90,08.00,5,4
4628,200603,10,R.I,D.F,08.30,07.68,4,1
4629,200603,9,ECO,D.F,09.09,08.33,1,1
4630,200703,10,M.A,D.F,08.30,09.30,0,1
4631,200701,10,ADM,D.F,09.30,08.00,3,0
4632,200603,11,CPL,MOR,07.70,08.15,4,6
4633,200603,18,DER,EME,09.70,08.14,10,10
4634,200701,15,ADM,D.F,08.15,07.45,8,5
4635,200603,10,R.I,HGO,09.00,08.09,6,2
4636,200603,13,ICT,GRO,08.70,08.18,5,4
4637,200603,11,ECO,MOR,09.10,08.13,1,5
4638,200603,11,CEF,PUE,09.48,08.37,3,2
4639,200603,11,R.I,EME,09.70,07.32,5,4
4640,200701,8,NEG,D.F,08.48,08.17,0,0
4641,200603,11,EPL,GTO,08.30,08.37,3,1
4642,200903,14,ECO,D.F,08.69,07.83,11,4
4643,200701,9,ECO,D.F,09.77,08.74,0,0
4644,200603,9,CPL,D.F,09.10,08.44,0,4
4645,200701,12,ADM,D.F,07.50,07.02,10,8
4646,200603,11,IND,EME,09.20,08.82,0,4
4647,200701,13,ACT,D.F,07.15,07.09,6,5
4648,200603,10,IND,D.F,08.45,07.92,2,1
4649,200603,10,NEG,D.F,09.14,08.20,5,4
4650,200603,10,ACP,D.F,08.80,08.64,2,1
4651,200603,11,CEF,D.F,08.90,08.61,0,1
4652,200603,8,NEG,D.F,08.95,09.00,0,0
4653,200603,15,CPL,MIC,07.00,07.83,11,11
4654,200603,10,ECO,PUE,09.80,08.85,0,1
4655,200603,11,R.I,D.F,08.60,07.77,3,2
4656,200603,12,ARI,D.F,08.55,07.56,4,5
4657,200701,10,DER,D.F,09.18,09.22,1,0
4658,200603,11,NEG,D.F,09.05,07.51,5,2
4659,200603,8,NEG,D.F,09.75,09.11,0,0
4660,200603,10,ADM,D.F,09.13,08.62,0,2
4661,200603,10,TEL,D.F,09.35,08.65,0,3
4662,200701,15,ADM,SIN,09.52,07.32,11,17
4663,200803,9,ACT,SIN,09.81,08.21,2,2
4664,200603,12,EMA,D.F,07.93,08.36,4,1
4665,200603,19,ECO,EME,07.10,07.07,24,7
4666,200603,12,ECO,D.F,09.50,08.62,0,5
4667,200701,11,DER,D.F,08.90,08.38,6,4
4668,200603,11,R.I,D.F,09.03,08.49,1,2
4669,200603,13,EMA,MOR,08.70,07.61,3,2
4670,200603,9,DER,D.F,09.17,08.80,0,0
4671,200603,13,DER,D.F,07.60,08.04,5,4
4672,200603,9,CEF,D.F,09.15,08.69,0,1
4673,200603,9,ACT,D.F,09.40,08.47,0,2
4674,200803,12,DER,D.F,07.92,07.84,5,7
4675,200603,11,CPL,D.F,09.86,08.41,2,3
4676,200701,14,R.I,D.F,08.25,08.11,15,9
4677,200801,12,ECO,HGO,07.90,07.50,8,12
4678,200603,10,ADM,D.F,09.65,08.36,4,0
4679,200701,8,R.I,JAL,09.00,08.57,0,1
4680,200603,10,R.I,QRO,09.13,07.79,6,0
4681,200603,10,M.A,D.F,09.48,08.72,0,2
4682,200603,16,CEF,D.F,08.87,07.61,9,8
4683,200603,8,ACT,D.F,09.50,08.83,0,0
4684,200603,13,ECO,YUC,07.90,07.70,8,4
4685,200603,12,ICM,YUC,09.03,08.75,1,0
4686,200603,11,ACT,D.F,09.70,08.00,2,8
4687,200603,16,NEG,TAM,08.60,07.57,12,1
4688,200603,11,ICT,TAM,09.89,08.17,0,5
4689,200603,12,ACT,D.F,08.80,07.53,10,5
4690,200603,10,ECO,TAM,09.53,08.61,2,3
4691,200603,11,ICM,TAM,09.50,09.24,0,3
4692,200603,11,ACP,TAM,08.80,08.30,1,0
4693,200603,14,ECO,D.F,08.50,07.59,11,6
4694,200603,13,NEG,TAM,07.80,07.19,9,7
4695,200603,9,ECO,EME,09.23,08.28,0,0
4696,200701,9,ECO,EME,09.10,09.17,0,0
4697,200603,12,R.I,EME,08.33,08.19,3,3
4698,200603,10,ECO,D.F,09.50,08.26,1,2
4699,200603,9,ACT,QUI,09.60,08.64,0,0
4700,200603,11,EPL,D.F,09.14,08.65,1,2
4701,200603,9,ECO,MOR,09.40,08.04,0,2
4702,200603,10,CPL,D.F,08.66,08.00,0,2
4703,200603,9,ADM,D.F,09.37,08.49,5,0
4704,200603,15,CPL,GRO,09.80,07.92,8,6
4705,200603,11,ACT,EME,09.90,08.40,2,5
4706,200603,14,CPL,D.F,08.91,08.02,10,5
4707,200603,12,ACT,SON,09.34,07.87,11,10
4708,200603,11,ARI,CHS,09.39,08.02,5,2
4709,200603,11,R.I,D.F,08.81,08.77,3,1
4710,200603,13,AII,D.F,07.20,07.96,6,1
4711,200603,10,M.A,D.F,09.00,08.09,1,0
4712,200603,9,ACT,MIC,09.80,08.43,0,1
4713,200603,11,NEG,D.F,08.60,08.02,1,6
4714,200603,14,IND,D.F,07.00,07.64,9,7
4715,200603,12,ACP,EME,09.57,09.01,0,1
4716,200603,9,ECO,EME,09.90,08.37,1,1
4717,200603,10,CPL,D.F,08.20,08.22,4,2
4718,200603,12,NEG,D.F,08.30,07.94,6,4
4719,200603,9,DER,D.F,08.56,08.60,0,0
4720,200603,11,AAC,D.F,09.15,08.60,1,0
4721,200603,14,ADM,D.F,09.55,07.87,9,10
4722,200603,15,ADM,D.F,08.15,07.47,11,14
4723,200603,26,COM,D.F,09.25,07.00,21,16
4724,200603,9,CPL,D.F,09.40,09.37,0,1
4725,200603,17,M.A,D.F,08.29,07.72,16,15
4726,200603,11,CEF,D.F,08.55,08.35,5,1
4727,200603,12,DER,D.F,09.60,08.42,1,3
4728,200603,20,ADM,MOR,08.80,07.55,16,15
4729,200603,12,ADM,D.F,08.80,07.72,7,3
4730,200603,10,ADM,D.F,07.02,07.57,6,2
4731,200703,9,R.I,AGS,08.98,08.23,0,0
4732,200603,13,CPL,AGS,08.34,07.61,4,4
4733,200603,15,EPL,B.C,08.60,08.04,4,7
4734,200701,11,ADM,B.C,08.50,07.13,9,5
4735,200603,13,DER,OAX,08.00,08.09,6,2
4736,200603,11,ECO,OAX,08.10,07.87,2,5
4737,200603,10,R.I,D.F,08.67,08.38,2,2
4738,200603,10,M.A,EME,09.59,09.28,0,3
4739,200603,17,DER,D.F,07.30,07.87,12,4
4740,200603,9,TEL,EME,08.73,08.21,1,2
4741,200603,9,ACT,D.F,09.10,07.94,0,2
4742,200603,9,M.A,D.F,08.88,08.13,0,0
4743,200603,9,NEG,D.F,08.20,07.45,3,0
4744,200603,11,NEG,D.F,08.30,07.36,1,1
4745,200603,10,ECO,D.F,09.10,08.63,1,1
4746,200701,10,ECO,D.F,08.40,08.85,0,0
4747,200603,8,DER,VER,10.00,09.18,0,0
4748,200603,13,ECO,TAM,09.89,07.33,10,5
4749,200603,13,DER,D.F,07.70,08.00,2,6
4750,200603,10,IND,D.F,07.50,07.94,3,3
4751,200603,11,DER,D.F,07.80,08.56,1,0
4752,200701,10,ECO,D.F,08.85,07.98,3,1
4753,200701,13,RPL,D.F,08.90,08.38,5,0
4754,200701,9,ADM,D.F,08.81,08.30,3,1
4755,200603,11,EPL,D.F,08.50,07.93,0,1
4756,200701,11,CPL,D.F,07.80,07.80,7,7
4757,200603,12,IND,D.F,08.83,08.33,4,2
4758,200603,13,DER,D.F,07.50,07.76,5,2
4759,200701,18,ADM,D.F,07.80,07.15,14,7
4760,200603,9,R.I,D.F,09.60,08.91,0,1
4761,200603,14,ARI,PUE,08.30,08.02,12,7
4762,200603,10,ADM,EME,08.37,08.19,2,3
4763,200603,14,ECO,D.F,08.30,07.09,14,9
4764,200603,12,ECO,D.F,07.75,08.00,6,7
4765,200603,10,DER,OAX,09.10,08.44,3,1
4766,200703,9,ECO,PUE,09.48,07.85,0,1
4767,200603,12,ACT,D.F,08.00,08.40,2,3
4768,200603,10,CEF,D.F,09.50,08.70,1,1
4769,200603,16,DER,D.F,08.10,08.05,9,10
4770,200603,9,ECO,GTO,09.10,08.50,0,0
4771,200603,11,ACT,QRO,09.50,07.64,7,3
4772,200703,11,ACT,HGO,09.50,07.47,5,3
4773,200603,12,R.I,QRO,08.70,07.81,11,2
4774,200701,17,ECO,GTO,08.70,07.48,19,10
4775,200801,13,ARI,HGO,08.76,08.74,0,0
4776,200603,9,ECO,HGO,09.70,08.67,0,0
4777,200603,12,CEF,EME,07.93,08.26,3,3
4778,200603,11,AIC,D.F,09.40,08.63,0,0
4779,200701,10,ARI,D.F,09.10,09.00,0,0
4780,200603,14,ACT,D.F,08.15,07.45,14,8
4781,200701,10,ECO,D.F,08.80,07.89,4,2
4782,200603,12,CEF,EME,08.95,07.98,8,5
4783,200603,12,ARI,D.F,08.19,07.55,5,5
4784,200603,17,R.I,D.F,08.10,07.98,9,11
4785,200603,12,DER,EME,07.90,07.87,6,2
4786,200603,15,R.I,D.F,08.00,07.74,7,8
4787,200603,11,R.I,D.F,08.40,08.13,1,0
4788,200701,24,DER,D.F,09.43,07.52,12,6
4789,200603,9,M.A,D.F,09.40,08.15,1,1
4790,200603,12,ADM,D.F,08.50,07.47,8,9
4791,200603,14,EMA,D.F,07.85,07.97,6,11
4792,200603,12,ARI,D.F,09.25,08.90,1,0
4793,200603,11,IND,EME,08.40,07.98,4,3
4794,200603,11,TEL,D.F,10.00,08.10,2,2
4795,200603,11,CEF,D.F,09.70,08.87,0,2
4796,200603,11,ACT,TAB,08.30,08.00,3,4
4797,200603,10,ACT,TAB,09.10,08.66,1,1
4798,200603,11,ACT,D.F,08.80,07.83,1,4
4799,200703,12,ACP,D.F,08.20,07.58,3,3
4800,200603,10,IND,D.F,09.75,08.54,1,2
4801,200603,12,CEF,HGO,09.88,09.02,0,3
4802,200603,11,ECO,MOR,08.00,07.70,5,4
4803,200603,10,CPL,D.F,08.75,08.60,5,2
4804,200701,10,R.I,D.F,08.70,08.53,4,2
4805,200603,16,ACT,EME,08.40,07.00,17,11
4806,200603,12,ADM,D.F,09.10,08.21,2,4
4807,200603,10,DER,D.F,08.89,07.84,4,5
4808,200603,11,ADM,D.F,08.60,07.23,6,2
4809,200603,12,ADM,CHI,09.60,08.04,5,3
4810,200703,12,DER,D.F,08.40,08.13,6,1
4811,200603,9,M.A,D.F,09.95,09.57,0,3
4812,200603,11,ECO,D.F,07.75,07.71,3,4
4813,200603,10,DER,EME,08.10,08.24,4,2
4814,200603,12,DER,QRO,08.10,07.89,8,2
4815,200703,10,R.I,GTO,08.90,08.34,1,7
4816,200603,8,CPL,GTO,09.01,09.47,0,1
4817,200603,10,ACT,GTO,08.87,07.96,0,2
4818,200701,12,ACT,D.F,08.30,07.40,9,5
4819,200603,17,CPL,HGO,08.99,07.91,9,9
4820,200603,11,NEG,D.F,08.00,08.11,3,4
4821,200701,15,DER,VER,09.50,07.95,9,5
4822,200603,14,CPL,VER,08.35,07.35,11,13
4823,200603,13,ECO,VER,08.30,07.15,8,3
4824,200603,12,ECO,N.L,08.20,08.07,3,8
4825,200603,12,CPL,HGO,08.76,08.02,7,3
4826,200603,8,COM,D.F,09.27,08.96,1,3
4827,200603,9,NEG,D.F,09.85,08.49,2,0
4828,200603,13,RPL,D.F,08.30,08.45,3,4
4829,200603,11,ADM,D.F,07.20,07.57,3,10
4830,200603,11,CPL,EME,08.77,08.19,5,5
4831,200603,9,M.A,N.L,09.10,09.52,0,5
4832,200603,12,ADM,EME,07.70,07.43,5,4
4833,200603,13,EMA,D.F,09.45,08.93,0,2
4834,200701,12,ADM,ZAC,07.60,07.30,6,5
4835,200603,13,AII,D.F,09.74,08.03,3,5
4836,200603,13,R.I,D.F,08.03,07.91,11,6
4837,200603,13,R.I,D.F,07.30,07.74,11,4
4838,200603,10,ACT,D.F,09.60,07.85,2,4
4839,200603,13,NEG,HGO,08.30,07.64,6,4
4840,200603,12,ADM,D.F,07.90,07.51,7,3
4841,200603,10,M.A,D.F,08.90,08.13,2,4
4842,200603,15,DER,D.F,08.40,07.80,10,4
4843,200603,17,ECO,D.F,08.40,08.93,0,14
4844,200603,15,CEF,D.F,08.60,07.81,15,4
4845,200603,12,NEG,PUE,08.70,08.06,4,4
4846,200603,13,DER,D.F,08.05,07.91,3,8
4847,200603,9,R.I,D.F,09.00,09.06,0,1
4848,200603,13,ECO,D.F,9.38,09.63,0,14
4849,200903,10,R.I,D.F,09.45,08.79,0,1
4850,200603,12,R.I,D.F,08.95,07.87,4,5
4851,200603,10,CPL,D.F,08.20,08.09,7,8
4852,200603,12,EMA,EME,10.00,08.82,0,2
4853,200603,13,ECO,D.F,08.20,07.93,5,2
4854,200603,11,ADM,D.F,09.10,07.87,13,6
4855,200603,10,ECO,PUE,09.50,08.63,0,0
4856,200703,10,DER,PUE,09.41,08.09,2,2
4857,200603,10,ECO,PUE,09.66,09.41,0,0
4858,200603,11,DER,HGO,09.20,08.04,3,9
4859,200603,12,ADM,D.F,08.35,07.49,6,2
4860,200603,11,ECO,D.F,08.91,08.61,2,4
4861,200603,9,CEF,D.F,09.96,09.15,0,1
4862,200603,12,NEG,D.F,07.60,07.36,7,6
4863,200701,10,ECO,MOR,08.90,08.76,0,4
4864,200603,14,DER,PUE,07.87,07.75,7,4
4865,200603,10,ECO,AGS,08.80,07.70,3,1
4866,200703,9,ECO,GTO,08.10,08.46,0,0
4867,200603,9,R.I,D.F,08.85,08.55,3,1
4868,200603,9,R.I,ZZZ,08.77,08.94,1,1
4869,200603,10,DER,D.F,08.45,08.60,0,0
4870,200603,9,ADM,D.F,08.78,08.15,4,0
4871,200603,9,CEF,D.F,09.80,08.93,0,0
4872,200603,9,DER,D.F,08.90,09.36,0,0
4873,200603,12,ECO,EME,09.40,07.65,6,3
4874,200603,11,M.A,D.F,09.80,08.02,1,2
4875,200603,12,DER,D.F,08.20,08.05,3,6
4876,200603,13,CPL,D.F,08.25,08.11,8,5
4877,200603,11,R.I,D.F,08.00,08.51,2,3
4878,200603,11,ADM,D.F,07.70,07.13,6,3
4879,200603,11,COM,D.F,09.70,08.72,0,2
4880,200603,10,ACT,EME,09.42,07.87,6,1
4881,200701,12,EPL,D.F,09.26,09.16,0,6
4882,200603,10,R.I,D.F,08.00,07.74,4,4
4883,200603,12,ECO,D.F,08.30,08.89,0,2
4884,200701,13,ECO,ZZZ,07.50,07.24,13,5
4885,200603,15,R.I,MIC,09.40,08.71,0,4
4886,200603,10,ECO,D.F,08.48,07.09,5,4
4887,200603,11,ADM,D.F,09.60,08.04,2,3
4888,200603,11,R.I,D.F,07.80,07.51,3,5
4889,200603,13,DER,D.F,07.40,07.65,12,6
4890,200603,13,TEL,D.F,08.24,07.90,1,9
4891,200603,12,COM,D.F,07.10,08.23,3,11
4892,200603,9,CEF,D.F,08.90,08.56,0,0
4893,200603,19,CPL,D.F,08.83,07.89,11,10
4894,200603,10,ADM,D.F,07.90,08.40,1,1
4895,200603,9,ACT,D.F,08.70,07.45,3,0
4896,200603,14,ADM,D.F,07.35,07.43,10,12
4897,200603,14,DER,D.F,07.56,08.11,9,2
4898,200603,12,DER,D.F,07.35,07.76,5,4
4899,200603,10,ECO,D.F,09.40,08.63,0,2
4900,200603,13,EPL,D.F,09.26,08.36,5,4
4901,200603,9,ECO,EME,09.20,08.74,0,0
4902,200603,15,R.I,D.F,09.50,08.00,7,5
4903,200603,14,ACF,GTO,08.93,08.15,1,5
4904,200603,14,ECO,EME,08.43,07.83,7,6
4905,200603,10,DER,D.F,08.40,08.27,1,1
4906,200603,10,ECO,D.F,09.00,08.28,3,2
4907,200603,9,ACT,D.F,08.80,08.26,0,2
4908,200603,10,DER,D.F,08.41,08.18,3,1
4909,200603,12,EMA,D.F,09.00,07.55,7,2
4910,200603,18,ACP,D.F,09.30,08.24,6,16
4911,200701,22,ADM,D.F,08.03,07.38,10,14
4912,200603,15,ADM,D.F,07.00,07.32,17,7
4913,200603,13,EPL,,07.80,08.09,3,3
4914,200603,13,CPL,D.F,07.30,07.86,9,6
4915,200603,14,ADM,QRO,07.90,07.00,11,6
4916,200603,14,M.A,QRO,08.06,07.52,9,4
4917,200603,10,ADM,D.F,09.00,08.87,0,2
4918,200701,10,ADM,GTO,08.53,07.51,4,2
4919,200701,12,EMA,D.F,09.10,08.61,1,0
4920,200603,10,ECO,D.F,09.60,09.43,0,1
4921,200603,11,R.I,D.F,09.10,08.00,3,4
4922,200701,13,ADM,D.F,06.73,06.89,9,15
4923,200603,14,ADM,D.F,07.20,07.00,11,7
4924,200603,13,EPL,D.F,08.93,08.04,6,2
4925,200603,14,DER,D.F,09.75,08.27,4,4
4926,200603,11,ECO,D.F,09.83,08.11,3,3
4927,200603,16,DER,D.F,08.20,08.07,7,6
4928,200603,11,IND,VER,08.70,08.71,2,7
4929,200603,13,CEF,D.F,08.07,07.76,8,5
4930,200603,10,ECO,D.F,09.27,07.93,0,0
4931,200603,13,COM,D.F,06.87,07.36,8,6
4932,200603,10,ECO,D.F,08.65,08.22,3,2
4933,200603,10,CPL,D.F,09.47,08.73,0,1
4934,200603,9,ECO,D.F,09.70,09.00,0,0
4935,200701,11,ADM,D.F,08.35,08.02,4,5
4936,200603,15,AII,D.F,08.70,07.36,8,4
4937,200701,10,CPL,D.F,08.50,08.49,4,4
4938,200701,9,ADM,D.F,08.40,08.32,2,4
4939,200603,10,NEG,D.F,08.30,07.55,5,4
4940,200603,10,R.I,VER,09.10,08.21,0,3
4941,200603,9,DER,HGO,08.72,08.87,1,0
4942,200603,9,DER,HGO,08.21,08.71,0,0
4943,200703,9,ADM,D.F,09.10,07.85,3,10
4944,200603,12,NEG,D.F,08.79,07.81,6,6
4945,200603,15,EMA,D.F,08.70,08.40,5,9
4946,200603,12,ECO,SLP,08.10,07.57,9,5
4947,200603,15,ADM,D.F,09.80,08.00,7,6
4948,200603,12,ACM,EME,09.50,08.53,0,2
4949,200603,11,R.I,D.F,09.35,08.06,3,4
4950,200603,12,ACT,B.C,09.00,07.96,4,4
4951,200603,13,ADM,EME,09.90,07.72,4,7
4952,200603,13,RPL,D.F,08.21,07.65,4,2
4953,200603,15,IND,EME,07.00,07.41,14,5
4954,200603,13,COM,D.F,08.70,08.32,3,3
4955,200603,11,ADM,D.F,07.38,06.98,8,8
4956,200703,9,CPL,D.F,09.50,08.69,1,2
4957,200603,12,R.I,D.F,09.20,08.28,0,1
4958,200603,12,IND,D.F,08.70,07.96,6,5
4959,200703,10,NEG,D.F,08.70,07.85,2,2
4960,200703,10,NEG,D.F,08.75,07.79,1,2
4961,200603,14,ACT,GRO,09.85,07.53,9,9
4962,200603,12,ADM,,08.45,07.79,3,2
4963,200603,16,IND,D.F,08.40,07.77,10,10
